"","xvar","yvar","spec","k","fill"
"1551",107,"fe",0,34,"0"
"1552",107,"reml",1,34,"34"
"1553",107,"rve",0,34,"0"
"1554",107,"3-level",0,34,"0"
"1555",107,"all es",1,34,"34"
"1556",107,"ES > 3 removed",0,34,"0"
"1557",107,"all therapy",1,34,"34"
"1558",107,"C",0,34,"0"
"1559",107,"B",0,34,"0"
"1560",107,"A",0,34,"0"
"1561",107,"all sexes",1,34,"34"
"1562",107,"male",0,34,"0"
"1563",107,"female",0,34,"0"
"1564",107,"all groups",0,34,"0"
"1565",107,"non-adults",1,34,"34"
"1566",107,"adults",0,34,"0"
"1567",105,"p-uniform",0,50,"0"
"1568",105,"uw",0,50,"0"
"1569",105,"fe",0,50,"0"
"1570",105,"reml",1,50,"50"
"1571",105,"rve",0,50,"0"
"1572",105,"3-level",0,50,"0"
"1573",105,"all es",1,50,"50"
"1574",105,"ES > 3 removed",0,50,"0"
"1575",105,"all therapy",1,50,"50"
"1576",105,"C",0,50,"0"
"1577",105,"B",0,50,"0"
"1578",105,"A",0,50,"0"
"1579",105,"all sexes",1,50,"50"
"1580",105,"male",0,50,"0"
"1581",105,"female",0,50,"0"
"1582",105,"all groups",1,50,"50"
"1583",105,"non-adults",0,50,"0"
"1584",105,"adults",0,50,"0"
"1585",116,"p-uniform",0,10,"0"
"1586",116,"uw",0,10,"0"
"1587",116,"fe",1,10,"10"
"1588",116,"reml",0,10,"0"
"1589",116,"rve",0,10,"0"
"1590",116,"3-level",0,10,"0"
"1591",116,"all es",0,10,"0"
"1592",116,"ES > 3 removed",1,10,"10"
"1593",116,"all therapy",0,10,"0"
"1594",116,"C",0,10,"0"
"1595",116,"B",0,10,"0"
"1596",116,"A",1,10,"10"
"1597",116,"all sexes",0,10,"0"
"1598",116,"male",0,10,"0"
"1599",116,"female",1,10,"10"
"1600",116,"all groups",0,10,"0"
"1601",116,"non-adults",0,10,"0"
"1602",116,"adults",1,10,"10"
"1603",98,"p-uniform",0,9,"0"
"1604",98,"uw",0,9,"0"
"1605",98,"fe",1,9,"9"
"1606",98,"reml",0,9,"0"
"1607",98,"rve",0,9,"0"
"1608",98,"3-level",0,9,"0"
"1609",98,"all es",0,9,"0"
"1610",98,"ES > 3 removed",1,9,"9"
"1611",98,"all therapy",0,9,"0"
"1612",98,"C",0,9,"0"
"1613",98,"B",0,9,"0"
"1614",98,"A",1,9,"9"
"1615",98,"all sexes",0,9,"0"
"1616",98,"male",0,9,"0"
"1617",98,"female",1,9,"9"
"1618",98,"all groups",0,9,"0"
"1619",98,"non-adults",1,9,"9"
"1620",98,"adults",0,9,"0"
"1621",101,"p-uniform",0,16,"0"
"1622",101,"uw",0,16,"0"
"1623",101,"fe",1,16,"16"
"1624",101,"reml",0,16,"0"
"1625",101,"rve",0,16,"0"
"1626",101,"3-level",0,16,"0"
"1627",101,"all es",0,16,"0"
"1628",101,"ES > 3 removed",1,16,"16"
"1629",101,"all therapy",0,16,"0"
"1630",101,"C",0,16,"0"
"1631",101,"B",0,16,"0"
"1632",101,"A",1,16,"16"
"1633",101,"all sexes",0,16,"0"
"1634",101,"male",0,16,"0"
"1635",101,"female",1,16,"16"
"1636",101,"all groups",1,16,"16"
"1637",101,"non-adults",0,16,"0"
"1638",101,"adults",0,16,"0"
"1639",20,"p-uniform",0,11,"0"
"1640",20,"uw",0,11,"0"
"1641",20,"fe",1,11,"11"
"1642",20,"reml",0,11,"0"
"1643",20,"rve",0,11,"0"
"1644",20,"3-level",0,11,"0"
"1645",20,"all es",0,11,"0"
"1646",20,"ES > 3 removed",1,11,"11"
"1647",20,"all therapy",0,11,"0"
"1648",20,"C",0,11,"0"
"1649",20,"B",1,11,"11"
"1650",20,"A",0,11,"0"
"1651",20,"all sexes",0,11,"0"
"1652",20,"male",1,11,"11"
"1653",20,"female",0,11,"0"
"1654",20,"all groups",0,11,"0"
"1655",20,"non-adults",0,11,"0"
"1656",20,"adults",1,11,"11"
"1657",2,"p-uniform",0,7,"0"
"1658",2,"uw",0,7,"0"
"1659",2,"fe",1,7,"7"
"1660",2,"reml",0,7,"0"
"1661",2,"rve",0,7,"0"
"1662",2,"3-level",0,7,"0"
"1663",2,"all es",0,7,"0"
"1664",2,"ES > 3 removed",1,7,"7"
"1665",2,"all therapy",0,7,"0"
"1666",2,"C",0,7,"0"
"1667",2,"B",1,7,"7"
"1668",2,"A",0,7,"0"
"1669",2,"all sexes",0,7,"0"
"1670",2,"male",1,7,"7"
"1671",2,"female",0,7,"0"
"1672",2,"all groups",0,7,"0"
"1673",2,"non-adults",1,7,"7"
"1674",2,"adults",0,7,"0"
"1675",10,"p-uniform",0,15,"0"
"1676",10,"uw",0,15,"0"
"1677",10,"fe",1,15,"15"
"1678",10,"reml",0,15,"0"
"1679",10,"rve",0,15,"0"
"1680",10,"3-level",0,15,"0"
"1681",10,"all es",0,15,"0"
"1682",10,"ES > 3 removed",1,15,"15"
"1683",10,"all therapy",0,15,"0"
"1684",10,"C",0,15,"0"
"1685",10,"B",1,15,"15"
"1686",10,"A",0,15,"0"
"1687",10,"all sexes",0,15,"0"
"1688",10,"male",1,15,"15"
"1689",10,"female",0,15,"0"
"1690",10,"all groups",1,15,"15"
"1691",10,"non-adults",0,15,"0"
"1692",10,"adults",0,15,"0"
"1693",31,"p-uniform",0,12,"0"
"1694",31,"uw",0,12,"0"
"1695",31,"fe",1,12,"12"
"1696",31,"reml",0,12,"0"
"1697",31,"rve",0,12,"0"
"1698",31,"3-level",0,12,"0"
"1699",31,"all es",0,12,"0"
"1700",31,"ES > 3 removed",1,12,"12"
"1701",31,"all therapy",0,12,"0"
"1702",31,"C",0,12,"0"
"1703",31,"B",1,12,"12"
"1704",31,"A",0,12,"0"
"1705",31,"all sexes",1,12,"12"
"1706",31,"male",0,12,"0"
"1707",31,"female",0,12,"0"
"1708",31,"all groups",0,12,"0"
"1709",31,"non-adults",0,12,"0"
"1710",31,"adults",1,12,"12"
"1711",17,"p-uniform",0,16,"0"
"1712",17,"uw",0,16,"0"
"1713",17,"fe",1,16,"16"
"1714",17,"reml",0,16,"0"
"1715",17,"rve",0,16,"0"
"1716",17,"3-level",0,16,"0"
"1717",17,"all es",0,16,"0"
"1718",17,"ES > 3 removed",1,16,"16"
"1719",17,"all therapy",0,16,"0"
"1720",17,"C",0,16,"0"
"1721",17,"B",1,16,"16"
"1722",17,"A",0,16,"0"
"1723",17,"all sexes",1,16,"16"
"1724",17,"male",0,16,"0"
"1725",17,"female",0,16,"0"
"1726",17,"all groups",1,16,"16"
"1727",17,"non-adults",0,16,"0"
"1728",17,"adults",0,16,"0"
"1729",157,"p-uniform",0,9,"0"
"1730",157,"uw",0,9,"0"
"1731",157,"fe",1,9,"9"
"1732",157,"reml",0,9,"0"
"1733",157,"rve",0,9,"0"
"1734",157,"3-level",0,9,"0"
"1735",157,"all es",0,9,"0"
"1736",157,"ES > 3 removed",1,9,"9"
"1737",157,"all therapy",0,9,"0"
"1738",157,"C",1,9,"9"
"1739",157,"B",0,9,"0"
"1740",157,"A",0,9,"0"
"1741",157,"all sexes",0,9,"0"
"1742",157,"male",0,9,"0"
"1743",157,"female",1,9,"9"
"1744",157,"all groups",0,9,"0"
"1745",157,"non-adults",1,9,"9"
"1746",157,"adults",0,9,"0"
"1747",134,"p-uniform",0,10,"0"
"1748",134,"uw",0,10,"0"
"1749",134,"fe",1,10,"10"
"1750",134,"reml",0,10,"0"
"1751",134,"rve",0,10,"0"
"1752",134,"3-level",0,10,"0"
"1753",134,"all es",0,10,"0"
"1754",134,"ES > 3 removed",1,10,"10"
"1755",134,"all therapy",0,10,"0"
"1756",134,"C",1,10,"10"
"1757",134,"B",0,10,"0"
"1758",134,"A",0,10,"0"
"1759",134,"all sexes",0,10,"0"
"1760",134,"male",1,10,"10"
"1761",134,"female",0,10,"0"
"1762",134,"all groups",0,10,"0"
"1763",134,"non-adults",1,10,"10"
"1764",134,"adults",0,10,"0"
"1765",140,"p-uniform",0,15,"0"
"1766",140,"uw",0,15,"0"
"1767",140,"fe",1,15,"15"
"1768",140,"reml",0,15,"0"
"1769",140,"rve",0,15,"0"
"1770",140,"3-level",0,15,"0"
"1771",140,"all es",0,15,"0"
"1772",140,"ES > 3 removed",1,15,"15"
"1773",140,"all therapy",0,15,"0"
"1774",140,"C",1,15,"15"
"1775",140,"B",0,15,"0"
"1776",140,"A",0,15,"0"
"1777",140,"all sexes",1,15,"15"
"1778",140,"male",0,15,"0"
"1779",140,"female",0,15,"0"
"1780",140,"all groups",0,15,"0"
"1781",140,"non-adults",1,15,"15"
"1782",140,"adults",0,15,"0"
"1783",131,"p-uniform",0,11,"0"
"1784",131,"uw",0,11,"0"
"1785",131,"fe",1,11,"11"
"1786",131,"reml",0,11,"0"
"1787",131,"rve",0,11,"0"
"1788",131,"3-level",0,11,"0"
"1789",131,"all es",0,11,"0"
"1790",131,"ES > 3 removed",1,11,"11"
"1791",131,"all therapy",1,11,"11"
"1792",131,"C",0,11,"0"
"1793",131,"B",0,11,"0"
"1794",131,"A",0,11,"0"
"1795",131,"all sexes",0,11,"0"
"1796",131,"male",0,11,"0"
"1797",131,"female",1,11,"11"
"1798",131,"all groups",0,11,"0"
"1799",131,"non-adults",0,11,"0"
"1800",131,"adults",1,11,"11"
"1801",124,"p-uniform",0,18,"0"
"1802",124,"uw",0,18,"0"
"1803",124,"fe",1,18,"18"
"1804",124,"reml",0,18,"0"
"1805",124,"rve",0,18,"0"
"1806",124,"3-level",0,18,"0"
"1807",124,"all es",0,18,"0"
"1808",124,"ES > 3 removed",1,18,"18"
"1809",124,"all therapy",1,18,"18"
"1810",124,"C",0,18,"0"
"1811",124,"B",0,18,"0"
"1812",124,"A",0,18,"0"
"1813",124,"all sexes",0,18,"0"
"1814",124,"male",0,18,"0"
"1815",124,"female",1,18,"18"
"1816",124,"all groups",0,18,"0"
"1817",124,"non-adults",1,18,"18"
"1818",124,"adults",0,18,"0"
"1819",125,"p-uniform",0,26,"0"
"1820",125,"uw",0,26,"0"
"1821",125,"fe",1,26,"26"
"1822",125,"reml",0,26,"0"
"1823",125,"rve",0,26,"0"
"1824",125,"3-level",0,26,"0"
"1825",125,"all es",0,26,"0"
"1826",125,"ES > 3 removed",1,26,"26"
"1827",125,"all therapy",1,26,"26"
"1828",125,"C",0,26,"0"
"1829",125,"B",0,26,"0"
"1830",125,"A",0,26,"0"
"1831",125,"all sexes",0,26,"0"
"1832",125,"male",0,26,"0"
"1833",125,"female",1,26,"26"
"1834",125,"all groups",1,26,"26"
"1835",125,"non-adults",0,26,"0"
"1836",125,"adults",0,26,"0"
"1837",59,"p-uniform",0,17,"0"
"1838",59,"uw",0,17,"0"
"1839",59,"fe",1,17,"17"
"1840",59,"reml",0,17,"0"
"1841",59,"rve",0,17,"0"
"1842",59,"3-level",0,17,"0"
"1843",59,"all es",0,17,"0"
"1844",59,"ES > 3 removed",1,17,"17"
"1845",59,"all therapy",1,17,"17"
"1846",59,"C",0,17,"0"
"1847",59,"B",0,17,"0"
"1848",59,"A",0,17,"0"
"1849",59,"all sexes",0,17,"0"
"1850",59,"male",1,17,"17"
"1851",59,"female",0,17,"0"
"1852",59,"all groups",0,17,"0"
"1853",59,"non-adults",1,17,"17"
"1854",59,"adults",0,17,"0"
"1855",43,"p-uniform",0,25,"0"
"1856",43,"uw",0,25,"0"
"1857",43,"fe",1,25,"25"
"1858",43,"reml",0,25,"0"
"1859",43,"rve",0,25,"0"
"1860",43,"3-level",0,25,"0"
"1861",43,"all es",0,25,"0"
"1862",43,"ES > 3 removed",1,25,"25"
"1863",43,"all therapy",1,25,"25"
"1864",43,"C",0,25,"0"
"1865",43,"B",0,25,"0"
"1866",43,"A",0,25,"0"
"1867",43,"all sexes",0,25,"0"
"1868",43,"male",1,25,"25"
"1869",43,"female",0,25,"0"
"1870",43,"all groups",1,25,"25"
"1871",43,"non-adults",0,25,"0"
"1872",43,"adults",0,25,"0"
"1873",60,"p-uniform",0,22,"0"
"1874",60,"uw",0,22,"0"
"1875",60,"fe",1,22,"22"
"1876",60,"reml",0,22,"0"
"1877",60,"rve",0,22,"0"
"1878",60,"3-level",0,22,"0"
"1879",60,"all es",0,22,"0"
"1880",60,"ES > 3 removed",1,22,"22"
"1881",60,"all therapy",1,22,"22"
"1882",60,"C",0,22,"0"
"1883",60,"B",0,22,"0"
"1884",60,"A",0,22,"0"
"1885",60,"all sexes",1,22,"22"
"1886",60,"male",0,22,"0"
"1887",60,"female",0,22,"0"
"1888",60,"all groups",0,22,"0"
"1889",60,"non-adults",0,22,"0"
"1890",60,"adults",1,22,"22"
"1891",81,"p-uniform",0,31,"0"
"1892",81,"uw",0,31,"0"
"1893",81,"fe",1,31,"31"
"1894",81,"reml",0,31,"0"
"1895",81,"rve",0,31,"0"
"1896",81,"3-level",0,31,"0"
"1897",81,"all es",0,31,"0"
"1898",81,"ES > 3 removed",1,31,"31"
"1899",81,"all therapy",1,31,"31"
"1900",81,"C",0,31,"0"
"1901",81,"B",0,31,"0"
"1902",81,"A",0,31,"0"
"1903",81,"all sexes",1,31,"31"
"1904",81,"male",0,31,"0"
"1905",81,"female",0,31,"0"
"1906",81,"all groups",0,31,"0"
"1907",81,"non-adults",1,31,"31"
"1908",81,"adults",0,31,"0"
"1909",69,"p-uniform",0,47,"0"
"1910",69,"uw",0,47,"0"
"1911",69,"fe",1,47,"47"
"1912",69,"reml",0,47,"0"
"1913",69,"rve",0,47,"0"
"1914",69,"3-level",0,47,"0"
"1915",69,"all es",0,47,"0"
"1916",69,"ES > 3 removed",1,47,"47"
"1917",69,"all therapy",1,47,"47"
"1918",69,"C",0,47,"0"
"1919",69,"B",0,47,"0"
"1920",69,"A",0,47,"0"
"1921",69,"all sexes",1,47,"47"
"1922",69,"male",0,47,"0"
"1923",69,"female",0,47,"0"
"1924",69,"all groups",1,47,"47"
"1925",69,"non-adults",0,47,"0"
"1926",69,"adults",0,47,"0"
"1927",173,"p-uniform",0,2,"0"
"1928",173,"uw",0,2,"0"
"1929",173,"fe",1,2,"2"
"1930",173,"reml",0,2,"0"
"1931",173,"rve",0,2,"0"
"1932",173,"3-level",0,2,"0"
"1933",173,"all es",1,2,"2"
"1934",173,"ES > 3 removed",0,2,"0"
"1935",173,"all therapy",0,2,"0"
"1936",173,"C",0,2,"0"
"1937",173,"B",0,2,"0"
"1938",173,"A",1,2,"2"
"1939",173,"all sexes",0,2,"0"
"1940",173,"male",1,2,"2"
"1941",173,"female",0,2,"0"
"1942",173,"all groups",0,2,"0"
"1943",173,"non-adults",1,2,"2"
"1944",173,"adults",0,2,"0"
"1945",102,"p-uniform",0,11,"0"
"1946",102,"uw",0,11,"0"
"1947",102,"fe",1,11,"11"
"1948",102,"reml",0,11,"0"
"1949",102,"rve",0,11,"0"
"1950",102,"3-level",0,11,"0"
"1951",102,"all es",1,11,"11"
"1952",102,"ES > 3 removed",0,11,"0"
"1953",102,"all therapy",0,11,"0"
"1954",102,"C",0,11,"0"
"1955",102,"B",0,11,"0"
"1956",102,"A",1,11,"11"
"1957",102,"all sexes",1,11,"11"
"1958",102,"male",0,11,"0"
"1959",102,"female",0,11,"0"
"1960",102,"all groups",0,11,"0"
"1961",102,"non-adults",1,11,"11"
"1962",102,"adults",0,11,"0"
"1963",106,"p-uniform",0,18,"0"
"1964",106,"uw",0,18,"0"
"1965",106,"fe",1,18,"18"
"1966",106,"reml",0,18,"0"
"1967",106,"rve",0,18,"0"
"1968",106,"3-level",0,18,"0"
"1969",106,"all es",1,18,"18"
"1970",106,"ES > 3 removed",0,18,"0"
"1971",106,"all therapy",0,18,"0"
"1972",106,"C",0,18,"0"
"1973",106,"B",0,18,"0"
"1974",106,"A",1,18,"18"
"1975",106,"all sexes",1,18,"18"
"1976",106,"male",0,18,"0"
"1977",106,"female",0,18,"0"
"1978",106,"all groups",1,18,"18"
"1979",106,"non-adults",0,18,"0"
"1980",106,"adults",0,18,"0"
"1981",15,"p-uniform",0,8,"0"
"1982",15,"uw",0,8,"0"
"1983",15,"fe",1,8,"8"
"1984",15,"reml",0,8,"0"
"1985",15,"rve",0,8,"0"
"1986",15,"3-level",0,8,"0"
"1987",15,"all es",1,8,"8"
"1988",15,"ES > 3 removed",0,8,"0"
"1989",15,"all therapy",0,8,"0"
"1990",15,"C",0,8,"0"
"1991",15,"B",1,8,"8"
"1992",15,"A",0,8,"0"
"1993",15,"all sexes",0,8,"0"
"1994",15,"male",1,8,"8"
"1995",15,"female",0,8,"0"
"1996",15,"all groups",0,8,"0"
"1997",15,"non-adults",1,8,"8"
"1998",15,"adults",0,8,"0"
"1999",18,"p-uniform",0,16,"0"
"2000",18,"uw",0,16,"0"
"2001",18,"fe",1,16,"16"
"2002",18,"reml",0,16,"0"
"2003",18,"rve",0,16,"0"
"2004",18,"3-level",0,16,"0"
"2005",18,"all es",1,16,"16"
"2006",18,"ES > 3 removed",0,16,"0"
"2007",18,"all therapy",0,16,"0"
"2008",18,"C",0,16,"0"
"2009",18,"B",1,16,"16"
"2010",18,"A",0,16,"0"
"2011",18,"all sexes",0,16,"0"
"2012",18,"male",1,16,"16"
"2013",18,"female",0,16,"0"
"2014",18,"all groups",1,16,"16"
"2015",18,"non-adults",0,16,"0"
"2016",18,"adults",0,16,"0"
"2017",26,"p-uniform",0,17,"0"
"2018",26,"uw",0,17,"0"
"2019",26,"fe",1,17,"17"
"2020",26,"reml",0,17,"0"
"2021",26,"rve",0,17,"0"
"2022",26,"3-level",0,17,"0"
"2023",26,"all es",1,17,"17"
"2024",26,"ES > 3 removed",0,17,"0"
"2025",26,"all therapy",0,17,"0"
"2026",26,"C",0,17,"0"
"2027",26,"B",1,17,"17"
"2028",26,"A",0,17,"0"
"2029",26,"all sexes",1,17,"17"
"2030",26,"male",0,17,"0"
"2031",26,"female",0,17,"0"
"2032",26,"all groups",1,17,"17"
"2033",26,"non-adults",0,17,"0"
"2034",26,"adults",0,17,"0"
"2035",68,"p-uniform",0,20,"0"
"2036",68,"uw",0,20,"0"
"2037",68,"fe",1,20,"20"
"2038",68,"reml",0,20,"0"
"2039",68,"rve",0,20,"0"
"2040",68,"3-level",0,20,"0"
"2041",68,"all es",1,20,"20"
"2042",68,"ES > 3 removed",0,20,"0"
"2043",68,"all therapy",1,20,"20"
"2044",68,"C",0,20,"0"
"2045",68,"B",0,20,"0"
"2046",68,"A",0,20,"0"
"2047",68,"all sexes",0,20,"0"
"2048",68,"male",1,20,"20"
"2049",68,"female",0,20,"0"
"2050",68,"all groups",0,20,"0"
"2051",68,"non-adults",1,20,"20"
"2052",68,"adults",0,20,"0"
"2053",49,"p-uniform",0,28,"0"
"2054",49,"uw",0,28,"0"
"2055",49,"fe",1,28,"28"
"2056",49,"reml",0,28,"0"
"2057",49,"rve",0,28,"0"
"2058",49,"3-level",0,28,"0"
"2059",49,"all es",1,28,"28"
"2060",49,"ES > 3 removed",0,28,"0"
"2061",49,"all therapy",1,28,"28"
"2062",49,"C",0,28,"0"
"2063",49,"B",0,28,"0"
"2064",49,"A",0,28,"0"
"2065",49,"all sexes",0,28,"0"
"2066",49,"male",1,28,"28"
"2067",49,"female",0,28,"0"
"2068",49,"all groups",1,28,"28"
"2069",49,"non-adults",0,28,"0"
"2070",49,"adults",0,28,"0"
"2071",99,"p-uniform",0,34,"0"
"2072",99,"uw",0,34,"0"
"2073",99,"fe",1,34,"34"
"2074",99,"reml",0,34,"0"
"2075",99,"rve",0,34,"0"
"2076",99,"3-level",0,34,"0"
"2077",99,"all es",1,34,"34"
"2078",99,"ES > 3 removed",0,34,"0"
"2079",99,"all therapy",1,34,"34"
"2080",99,"C",0,34,"0"
"2081",99,"B",0,34,"0"
"2082",99,"A",0,34,"0"
"2083",99,"all sexes",1,34,"34"
"2084",99,"male",0,34,"0"
"2085",99,"female",0,34,"0"
"2086",99,"all groups",0,34,"0"
"2087",99,"non-adults",1,34,"34"
"2088",99,"adults",0,34,"0"
"2089",70,"p-uniform",0,50,"0"
"2090",70,"uw",0,50,"0"
"2091",70,"fe",1,50,"50"
"2092",70,"reml",0,50,"0"
"2093",70,"rve",0,50,"0"
"2094",70,"3-level",0,50,"0"
"2095",70,"all es",1,50,"50"
"2096",70,"ES > 3 removed",0,50,"0"
"2097",70,"all therapy",1,50,"50"
"2098",70,"C",0,50,"0"
"2099",70,"B",0,50,"0"
"2100",70,"A",0,50,"0"
"2101",70,"all sexes",1,50,"50"
"2102",70,"male",0,50,"0"
"2103",70,"female",0,50,"0"
"2104",70,"all groups",1,50,"50"
"2105",70,"non-adults",0,50,"0"
"2106",70,"adults",0,50,"0"
"2107",155,"p-uniform",0,10,"0"
"2108",155,"uw",1,10,"10"
"2109",155,"fe",0,10,"0"
"2110",155,"reml",0,10,"0"
"2111",155,"rve",0,10,"0"
"2112",155,"3-level",0,10,"0"
"2113",155,"all es",0,10,"0"
"2114",155,"ES > 3 removed",1,10,"10"
"2115",155,"all therapy",0,10,"0"
"2116",155,"C",0,10,"0"
"2117",155,"B",0,10,"0"
"2118",155,"A",1,10,"10"
"2119",155,"all sexes",0,10,"0"
"2120",155,"male",0,10,"0"
"2121",155,"female",1,10,"10"
"2122",155,"all groups",0,10,"0"
"2123",155,"non-adults",0,10,"0"
"2124",155,"adults",1,10,"10"
"2125",85,"p-uniform",0,9,"0"
"2126",85,"uw",1,9,"9"
"2127",85,"fe",0,9,"0"
"2128",85,"reml",0,9,"0"
"2129",85,"rve",0,9,"0"
"2130",85,"3-level",0,9,"0"
"2131",85,"all es",0,9,"0"
"2132",85,"ES > 3 removed",1,9,"9"
"2133",85,"all therapy",0,9,"0"
"2134",85,"C",0,9,"0"
"2135",85,"B",0,9,"0"
"2136",85,"A",1,9,"9"
"2137",85,"all sexes",0,9,"0"
"2138",85,"male",0,9,"0"
"2139",85,"female",1,9,"9"
"2140",85,"all groups",0,9,"0"
"2141",85,"non-adults",1,9,"9"
"2142",85,"adults",0,9,"0"
"2143",119,"p-uniform",0,16,"0"
"2144",119,"uw",1,16,"16"
"2145",119,"fe",0,16,"0"
"2146",119,"reml",0,16,"0"
"2147",119,"rve",0,16,"0"
"2148",119,"3-level",0,16,"0"
"2149",119,"all es",0,16,"0"
"2150",119,"ES > 3 removed",1,16,"16"
"2151",119,"all therapy",0,16,"0"
"2152",119,"C",0,16,"0"
"2153",119,"B",0,16,"0"
"2154",119,"A",1,16,"16"
"2155",119,"all sexes",0,16,"0"
"2156",119,"male",0,16,"0"
"2157",119,"female",1,16,"16"
"2158",119,"all groups",1,16,"16"
"2159",119,"non-adults",0,16,"0"
"2160",119,"adults",0,16,"0"
"2161",25,"p-uniform",0,11,"0"
"2162",25,"uw",1,11,"11"
"2163",25,"fe",0,11,"0"
"2164",25,"reml",0,11,"0"
"2165",25,"rve",0,11,"0"
"2166",25,"3-level",0,11,"0"
"2167",25,"all es",0,11,"0"
"2168",25,"ES > 3 removed",1,11,"11"
"2169",25,"all therapy",0,11,"0"
"2170",25,"C",0,11,"0"
"2171",25,"B",1,11,"11"
"2172",25,"A",0,11,"0"
"2173",25,"all sexes",0,11,"0"
"2174",25,"male",1,11,"11"
"2175",25,"female",0,11,"0"
"2176",25,"all groups",0,11,"0"
"2177",25,"non-adults",0,11,"0"
"2178",25,"adults",1,11,"11"
"2179",6,"p-uniform",0,7,"0"
"2180",6,"uw",1,7,"7"
"2181",6,"fe",0,7,"0"
"2182",6,"reml",0,7,"0"
"2183",6,"rve",0,7,"0"
"2184",6,"3-level",0,7,"0"
"2185",6,"all es",0,7,"0"
"2186",6,"ES > 3 removed",1,7,"7"
"2187",6,"all therapy",0,7,"0"
"2188",6,"C",0,7,"0"
"2189",6,"B",1,7,"7"
"2190",6,"A",0,7,"0"
"2191",6,"all sexes",0,7,"0"
"2192",6,"male",1,7,"7"
"2193",6,"female",0,7,"0"
"2194",6,"all groups",0,7,"0"
"2195",6,"non-adults",1,7,"7"
"2196",6,"adults",0,7,"0"
"2197",14,"p-uniform",0,15,"0"
"2198",14,"uw",1,15,"15"
"2199",14,"fe",0,15,"0"
"2200",14,"reml",0,15,"0"
"2201",14,"rve",0,15,"0"
"2202",14,"3-level",0,15,"0"
"2203",14,"all es",0,15,"0"
"2204",14,"ES > 3 removed",1,15,"15"
"2205",14,"all therapy",0,15,"0"
"2206",14,"C",0,15,"0"
"2207",14,"B",1,15,"15"
"2208",14,"A",0,15,"0"
"2209",14,"all sexes",0,15,"0"
"2210",14,"male",1,15,"15"
"2211",14,"female",0,15,"0"
"2212",14,"all groups",1,15,"15"
"2213",14,"non-adults",0,15,"0"
"2214",14,"adults",0,15,"0"
"2215",48,"p-uniform",0,12,"0"
"2216",48,"uw",1,12,"12"
"2217",48,"fe",0,12,"0"
"2218",48,"reml",0,12,"0"
"2219",48,"rve",0,12,"0"
"2220",48,"3-level",0,12,"0"
"2221",48,"all es",0,12,"0"
"2222",48,"ES > 3 removed",1,12,"12"
"2223",48,"all therapy",0,12,"0"
"2224",48,"C",0,12,"0"
"2225",48,"B",1,12,"12"
"2226",48,"A",0,12,"0"
"2227",48,"all sexes",1,12,"12"
"2228",48,"male",0,12,"0"
"2229",48,"female",0,12,"0"
"2230",48,"all groups",0,12,"0"
"2231",48,"non-adults",0,12,"0"
"2232",48,"adults",1,12,"12"
"2233",32,"p-uniform",0,16,"0"
"2234",32,"uw",1,16,"16"
"2235",32,"fe",0,16,"0"
"2236",32,"reml",0,16,"0"
"2237",32,"rve",0,16,"0"
"2238",32,"3-level",0,16,"0"
"2239",32,"all es",0,16,"0"
"2240",32,"ES > 3 removed",1,16,"16"
"2241",32,"all therapy",0,16,"0"
"2242",32,"C",0,16,"0"
"2243",32,"B",1,16,"16"
"2244",32,"A",0,16,"0"
"2245",32,"all sexes",1,16,"16"
"2246",32,"male",0,16,"0"
"2247",32,"female",0,16,"0"
"2248",32,"all groups",1,16,"16"
"2249",32,"non-adults",0,16,"0"
"2250",32,"adults",0,16,"0"
"2251",166,"p-uniform",0,9,"0"
"2252",166,"uw",1,9,"9"
"2253",166,"fe",0,9,"0"
"2254",166,"reml",0,9,"0"
"2255",166,"rve",0,9,"0"
"2256",166,"3-level",0,9,"0"
"2257",166,"all es",0,9,"0"
"2258",166,"ES > 3 removed",1,9,"9"
"2259",166,"all therapy",0,9,"0"
"2260",166,"C",1,9,"9"
"2261",166,"B",0,9,"0"
"2262",166,"A",0,9,"0"
"2263",166,"all sexes",0,9,"0"
"2264",166,"male",0,9,"0"
"2265",166,"female",1,9,"9"
"2266",166,"all groups",0,9,"0"
"2267",166,"non-adults",1,9,"9"
"2268",166,"adults",0,9,"0"
"2269",156,"p-uniform",0,10,"0"
"2270",156,"uw",1,10,"10"
"2271",156,"fe",0,10,"0"
"2272",156,"reml",0,10,"0"
"2273",156,"rve",0,10,"0"
"2274",156,"3-level",0,10,"0"
"2275",156,"all es",0,10,"0"
"2276",156,"ES > 3 removed",1,10,"10"
"2277",156,"all therapy",0,10,"0"
"2278",156,"C",1,10,"10"
"2279",156,"B",0,10,"0"
"2280",156,"A",0,10,"0"
"2281",156,"all sexes",0,10,"0"
"2282",156,"male",1,10,"10"
"2283",156,"female",0,10,"0"
"2284",156,"all groups",0,10,"0"
"2285",156,"non-adults",1,10,"10"
"2286",156,"adults",0,10,"0"
"2287",150,"p-uniform",0,15,"0"
"2288",150,"uw",1,15,"15"
"2289",150,"fe",0,15,"0"
"2290",150,"reml",0,15,"0"
"2291",150,"rve",0,15,"0"
"2292",150,"3-level",0,15,"0"
"2293",150,"all es",0,15,"0"
"2294",150,"ES > 3 removed",1,15,"15"
"2295",150,"all therapy",0,15,"0"
"2296",150,"C",1,15,"15"
"2297",150,"B",0,15,"0"
"2298",150,"A",0,15,"0"
